Sex,Diet,Transport,Vehicle Monthly Distance Km,CarbonEmission
male,pescatarian,walk/bicycle,0,1640
male,omnivore,private,5203,4151
male,vegan,walk/bicycle,89,2212
male,omnivore,public,1339,2211
male,vegetarian,public,655,2309
female,omnivore,public,1705,1698
female,pescatarian,private,2498,2521
female,vegetarian,private,5145,1930
female,pescatarian,private,4595,1866
female,omnivore,walk/bicycle,39,2923
female,vegetarian,walk/bicycle,0,2600
female,vegetarian,walk/bicycle,6,3128
male,omnivore,walk/bicycle,2,1601
male,pescatarian,private,6434,4052
female,pescatarian,public,224,1890
male,vegetarian,private,3291,2627
male,vegan,public,983,2665
female,vegetarian,public,1218,1144
male,vegan,public,1505,2040
male,vegan,walk/bicycle,3,2217
male,omnivore,private,189,2614
male,pescatarian,public,1749,3308
female,vegan,private,4037,2414
male,vegan,public,1747,1358
male,omnivore,private,2376,3488
female,vegetarian,private,875,1283
male,pescatarian,public,1997,2199
male,omnivore,public,1097,3894
female,omnivore,walk/bicycle,58,2440
female,pescatarian,walk/bicycle,31,2547
male,pescatarian,walk/bicycle,60,1435
female,pescatarian,private,3709,2227
female,vegan,public,178,2342
female,vegetarian,public,1465,780
female,omnivore,walk/bicycle,85,2300
male,vegan,walk/bicycle,26,1729
male,vegan,walk/bicycle,49,1323
male,vegan,public,578,2515
female,vegetarian,walk/bicycle,77,2393
female,omnivore,public,1507,1285
male,vegetarian,private,75,2485
male,vegetarian,private,4749,2252
male,pescatarian,private,4592,2543
male,vegetarian,walk/bicycle,1,2092
female,pescatarian,private,2950,3772
male,vegetarian,walk/bicycle,98,3097
male,vegetarian,private,5517,2758
male,omnivore,private,4424,3306
male,omnivore,public,1916,1669
male,pescatarian,private,4333,3810
male,pescatarian,walk/bicycle,90,3099
male,omnivore,private,1210,2461
male,vegan,walk/bicycle,97,1310
female,vegetarian,public,1099,1767
female,omnivore,public,1934,1871
male,vegan,public,783,2230
female,omnivore,walk/bicycle,46,2910
male,omnivore,public,1250,2708
female,omnivore,private,8105,4099
male,vegetarian,private,9007,3358
female,vegetarian,private,2349,1633
female,omnivore,public,1671,2479
female,pescatarian,public,1330,2539
male,vegan,walk/bicycle,71,2158
male,omnivore,walk/bicycle,6,2623
male,vegetarian,walk/bicycle,95,1589
female,vegan,public,645,1318
male,vegetarian,private,486,1894
female,omnivore,walk/bicycle,0,2647
female,vegetarian,walk/bicycle,57,1581
female,vegetarian,public,575,1543
male,pescatarian,public,1483,1862
male,omnivore,private,7545,3946
male,vegetarian,public,201,1878
male,pescatarian,public,468,1782
male,omnivore,walk/bicycle,17,1653
male,vegan,walk/bicycle,51,1997
male,vegetarian,private,8722,5964
male,vegetarian,private,3972,2680
female,omnivore,walk/bicycle,51,1559
male,omnivore,walk/bicycle,27,2137
female,omnivore,private,503,1232
female,vegetarian,public,362,1218
male,vegan,walk/bicycle,62,2218
male,omnivore,private,9232,5064
female,vegan,private,3233,2633
male,vegetarian,private,6659,5502
female,omnivore,walk/bicycle,86,2960
female,pescatarian,walk/bicycle,85,1156
male,vegan,public,1405,1877
female,omnivore,walk/bicycle,5,2184
female,vegetarian,walk/bicycle,12,1009
male,omnivore,public,459,1965
male,vegetarian,public,1748,1098
female,omnivore,walk/bicycle,70,1152
male,vegan,private,2054,2751
male,omnivore,private,5095,1674
female,vegetarian,private,3850,1961
female,vegan,public,1013,1447
female,omnivore,walk/bicycle,92,1811
male,omnivore,walk/bicycle,4,2476
male,vegan,public,894,2637
male,vegetarian,public,1393,3738
male,omnivore,private,6239,4723
male,omnivore,private,5278,5106
male,pescatarian,private,125,1268
female,vegan,public,1306,2135
female,vegetarian,private,4458,2310
female,pescatarian,walk/bicycle,49,1684
male,vegan,public,324,1941
female,pescatarian,private,9384,1861
male,pescatarian,walk/bicycle,34,1964
male,pescatarian,private,8101,3397
male,omnivore,public,422,2717
male,vegan,walk/bicycle,73,698
male,vegan,private,463,2929
female,pescatarian,private,8107,4693
female,vegetarian,walk/bicycle,62,2618
female,pescatarian,public,955,2032
female,omnivore,private,3470,4378
male,vegetarian,walk/bicycle,1,1978
female,vegan,walk/bicycle,96,1821
male,vegan,walk/bicycle,72,2114
male,pescatarian,walk/bicycle,50,1430
female,omnivore,walk/bicycle,94,1879
female,omnivore,walk/bicycle,0,1365
female,vegan,walk/bicycle,85,1786
male,pescatarian,public,714,1657
male,vegetarian,public,1047,1434
male,omnivore,public,1276,2738
male,vegan,private,7656,4633
female,omnivore,public,302,2808
female,omnivore,walk/bicycle,76,1609
male,pescatarian,public,1693,2626
male,vegetarian,walk/bicycle,6,1908
male,vegetarian,walk/bicycle,4,3131
male,omnivore,public,883,2255
female,pescatarian,public,1202,783
male,pescatarian,private,1536,1518
male,omnivore,walk/bicycle,47,1692
male,vegan,public,541,4038
male,vegan,walk/bicycle,92,1417
female,pescatarian,private,3183,2509
female,vegan,private,6192,1103
female,pescatarian,walk/bicycle,68,2580
female,pescatarian,public,1688,1914
female,omnivore,private,11,751
male,pescatarian,private,2119,2366
female,pescatarian,walk/bicycle,75,758
male,vegan,private,2180,1781
female,vegetarian,private,8931,5517
female,pescatarian,public,1490,2199
male,pescatarian,public,272,1204
male,vegan,private,5095,4320
male,vegetarian,public,1388,1622
female,omnivore,public,1993,1347
male,pescatarian,walk/bicycle,23,1899
male,vegan,public,1785,1870
female,omnivore,private,7557,1489
female,vegan,walk/bicycle,27,2210
male,omnivore,public,1801,2749
male,omnivore,public,1766,2861
male,vegetarian,walk/bicycle,79,2438
female,pescatarian,walk/bicycle,22,1872
female,pescatarian,public,1928,2001
female,vegan,walk/bicycle,50,1573
female,pescatarian,private,3162,2773
female,pescatarian,walk/bicycle,81,1765
female,omnivore,walk/bicycle,69,1776
male,pescatarian,private,1919,2253
male,vegan,walk/bicycle,69,3498
female,pescatarian,public,819,2010
male,pescatarian,walk/bicycle,6,2299
female,pescatarian,walk/bicycle,92,2774
male,pescatarian,walk/bicycle,13,1755
male,pescatarian,walk/bicycle,69,2571
female,omnivore,public,1024,1548
female,omnivore,public,408,2538
female,pescatarian,public,1319,1281
female,omnivore,private,7598,3590
male,pescatarian,public,1062,3320
female,vegetarian,walk/bicycle,12,738
male,omnivore,walk/bicycle,19,3147
male,pescatarian,public,1004,2461
female,vegetarian,private,7363,3029
male,vegetarian,walk/bicycle,68,1739
male,omnivore,walk/bicycle,55,1621
male,vegan,public,1785,1769
male,vegetarian,public,376,1151
female,vegetarian,public,1516,3180
female,vegetarian,walk/bicycle,65,1065
male,omnivore,walk/bicycle,20,2280
male,vegan,walk/bicycle,98,2410
male,vegetarian,private,288,1042
female,vegetarian,private,4998,2386
male,vegetarian,private,1340,1414
female,pescatarian,public,1507,1024
female,omnivore,walk/bicycle,38,1694
male,vegan,private,9798,3170
female,omnivore,walk/bicycle,40,1833
female,vegan,walk/bicycle,19,2912
female,vegetarian,public,1386,2327
female,omnivore,walk/bicycle,71,2124
male,vegan,public,1767,1483
female,pescatarian,walk/bicycle,24,1913
female,vegetarian,private,1658,2228
male,vegan,walk/bicycle,1,2283
male,pescatarian,walk/bicycle,55,2945
female,vegetarian,private,5964,3176
male,pescatarian,walk/bicycle,28,1236
female,vegetarian,private,7304,2693
male,omnivore,walk/bicycle,28,1809
male,vegan,walk/bicycle,24,2055
female,vegetarian,public,658,1320
male,vegetarian,walk/bicycle,34,1344
male,pescatarian,walk/bicycle,80,1532
female,vegetarian,public,996,2306
male,omnivore,public,1993,2430
female,vegan,walk/bicycle,80,846
female,pescatarian,private,6574,3263
female,omnivore,walk/bicycle,2,2424
male,pescatarian,public,1697,1171
female,pescatarian,walk/bicycle,20,1289
female,omnivore,private,8770,3716
male,omnivore,public,111,2967
female,vegan,public,74,2457
male,pescatarian,walk/bicycle,41,2845
male,omnivore,private,8194,4790
female,pescatarian,public,203,2179
male,omnivore,private,5074,4622
male,omnivore,walk/bicycle,20,1964
male,vegetarian,public,551,1351
male,pescatarian,walk/bicycle,86,1125
male,omnivore,private,8922,7033
female,vegetarian,public,1412,1591
female,vegan,public,616,1711
male,vegan,public,998,1095
male,vegan,private,2791,3326
female,vegan,walk/bicycle,45,2127
female,vegetarian,private,6207,2929
female,vegan,public,1960,2161
male,vegetarian,private,1614,1952
female,vegan,private,5175,1650
male,pescatarian,public,952,1672
female,pescatarian,private,5738,2240
female,vegan,private,8317,3238
female,vegetarian,walk/bicycle,11,2045
male,vegan,walk/bicycle,52,2563
male,vegan,public,833,3094
female,omnivore,public,452,1499
female,vegan,public,590,1171
male,pescatarian,public,1840,1814
female,vegetarian,private,1060,2376
male,vegan,private,5074,1818
male,omnivore,public,1134,1559
male,omnivore,private,1518,2458
male,omnivore,public,1801,2646
female,vegetarian,public,1903,1447
male,pescatarian,public,770,971
female,omnivore,walk/bicycle,0,1346
female,omnivore,walk/bicycle,10,1514
male,omnivore,private,2801,2738
male,pescatarian,private,8272,4981
male,pescatarian,walk/bicycle,85,2871
male,omnivore,public,785,3062
female,pescatarian,private,9740,1041
female,vegan,public,434,1614
female,vegetarian,walk/bicycle,31,1243
female,pescatarian,public,1262,998
male,vegetarian,walk/bicycle,82,3383
female,vegetarian,public,324,1553
male,pescatarian,walk/bicycle,79,1255
male,vegetarian,private,4579,2839
male,vegan,walk/bicycle,9,1920
female,pescatarian,private,6734,4102
female,vegetarian,private,2226,1807
female,omnivore,public,895,1550
female,vegetarian,public,1383,2033
male,pescatarian,walk/bicycle,8,1828
male,pescatarian,walk/bicycle,39,3053
female,pescatarian,walk/bicycle,57,1320
female,vegan,public,407,2109
male,vegan,private,414,1715
female,vegan,walk/bicycle,69,1124
female,vegetarian,private,6926,1939
female,vegetarian,public,361,888
male,pescatarian,public,1496,2379
female,vegan,walk/bicycle,59,1971
female,vegan,public,752,2268
male,vegan,private,8003,4299
female,vegetarian,private,5308,2297
male,omnivore,public,235,1213
male,omnivore,private,6512,4048
male,pescatarian,walk/bicycle,7,1950
female,omnivore,public,1901,1149
female,pescatarian,public,1334,1365
male,vegetarian,private,6840,1966
female,pescatarian,walk/bicycle,70,1965
male,omnivore,private,3371,3934
male,omnivore,private,8669,4684
female,vegan,walk/bicycle,70,1564
male,vegetarian,public,98,2677
female,vegetarian,walk/bicycle,22,1101
female,pescatarian,walk/bicycle,96,3189
male,pescatarian,public,282,1279
male,omnivore,private,4501,4878
male,pescatarian,public,1561,1547
male,vegan,private,7084,2398
female,omnivore,private,2258,2717
female,vegan,private,8070,2671
male,pescatarian,walk/bicycle,37,1209
male,vegan,private,5123,3566
male,pescatarian,walk/bicycle,15,1737
male,vegan,walk/bicycle,5,1007
male,vegetarian,private,7584,4851
female,omnivore,walk/bicycle,12,1459
male,pescatarian,private,3287,3073
male,vegetarian,public,1980,916
male,vegetarian,private,520,2214
female,omnivore,private,353,1469
female,omnivore,public,1002,1674
female,vegetarian,private,1059,1308
male,vegetarian,private,1454,1386
female,vegan,public,408,1663
female,vegetarian,private,42,1912
female,vegan,private,4955,1828
male,omnivore,walk/bicycle,10,3346
male,omnivore,private,2430,3340
male,pescatarian,public,840,2446
female,vegan,walk/bicycle,93,2300
female,vegan,private,5608,2859
male,pescatarian,walk/bicycle,39,1876
female,omnivore,walk/bicycle,16,1335
female,vegan,public,426,1320
female,vegan,public,1234,2200
female,vegan,public,1489,1249
male,pescatarian,private,2583,3074
female,vegetarian,private,115,2509
female,pescatarian,walk/bicycle,53,2524
female,vegetarian,public,1555,1351
male,vegan,private,8169,4550
female,vegetarian,walk/bicycle,28,1440
male,omnivore,public,505,1607
male,pescatarian,public,948,1560
female,pescatarian,public,712,675
male,vegan,private,3363,2971
female,vegetarian,walk/bicycle,49,1075
male,vegetarian,walk/bicycle,11,1528
male,vegetarian,private,9096,7226
female,omnivore,private,8948,3495
male,omnivore,walk/bicycle,43,1537
male,pescatarian,walk/bicycle,2,3189
male,vegan,private,9739,7337
male,vegan,public,546,2936
male,vegetarian,public,1316,2344
female,omnivore,private,1212,2097
female,vegan,walk/bicycle,17,2760
female,vegetarian,private,7011,3131
male,vegan,public,1056,1960
female,omnivore,private,7892,2349
male,vegan,public,657,1557
female,vegan,walk/bicycle,40,919
male,omnivore,public,1191,952
male,omnivore,private,2434,2057
female,vegetarian,private,8052,2415
female,vegan,private,740,2405
male,vegetarian,private,3370,2457
female,omnivore,private,1041,1780
male,vegan,private,8941,1510
female,vegetarian,private,8541,4506
male,omnivore,public,353,2584
female,omnivore,walk/bicycle,65,1563
male,pescatarian,private,1904,4171
female,pescatarian,private,6819,2207
female,omnivore,private,6673,2679
male,vegan,walk/bicycle,3,1213
male,vegetarian,public,245,2280
female,vegetarian,private,1589,1922
male,vegetarian,private,1047,2605
male,pescatarian,private,269,1605
male,pescatarian,private,8073,4185
male,vegetarian,walk/bicycle,60,3221
female,vegetarian,walk/bicycle,10,412
male,vegetarian,walk/bicycle,83,2919
female,vegetarian,private,6059,4078
female,vegetarian,private,7238,2589
male,vegan,private,7115,2515
female,vegan,private,8530,1948
male,vegetarian,walk/bicycle,6,2233
female,vegetarian,private,8874,2435
male,vegetarian,public,762,2867
male,vegetarian,public,263,1554
female,vegetarian,walk/bicycle,56,976
male,omnivore,public,1218,1846
male,vegan,public,1190,1220
female,vegan,public,1340,2243
female,pescatarian,public,419,1792
female,pescatarian,private,8383,1484
male,pescatarian,walk/bicycle,51,1292
male,vegan,walk/bicycle,71,1858
male,vegetarian,private,4671,3571
male,omnivore,private,3320,2599
female,pescatarian,public,144,2712
female,vegetarian,public,865,1965
female,vegetarian,private,185,1349
male,omnivore,public,1059,3075
female,omnivore,public,1943,2465
male,vegetarian,walk/bicycle,91,1309
female,pescatarian,public,1214,1345
male,vegetarian,public,421,1869
female,vegetarian,walk/bicycle,61,775
female,omnivore,private,5642,3959
female,vegetarian,private,6428,2333
female,pescatarian,public,490,1137
male,vegetarian,private,1927,1599
male,pescatarian,walk/bicycle,60,1392
male,vegetarian,private,6181,1588
female,pescatarian,public,1134,2388
male,pescatarian,private,6441,3655
male,vegan,public,645,2369
female,pescatarian,public,15,1344
female,vegan,walk/bicycle,4,1792
male,omnivore,walk/bicycle,53,3125
female,vegetarian,public,1387,2106
male,vegetarian,walk/bicycle,39,1309
female,vegan,private,3002,2415
male,pescatarian,walk/bicycle,71,2711
male,omnivore,private,3175,1290
female,omnivore,walk/bicycle,91,694
male,vegan,walk/bicycle,50,910
male,vegetarian,public,804,2485
female,vegetarian,private,3754,1757
female,vegetarian,public,25,2153
male,vegetarian,private,2635,2031
female,vegan,public,1427,1477
female,vegetarian,walk/bicycle,73,2085
male,vegan,walk/bicycle,88,1210
female,vegetarian,walk/bicycle,31,1898
female,vegetarian,public,1495,1785
female,vegetarian,private,9933,4824
female,vegan,private,8869,2281
female,vegan,private,3468,2416
male,vegan,public,916,1394
male,vegan,walk/bicycle,63,1308
male,pescatarian,walk/bicycle,25,878
male,vegetarian,public,1779,1293
female,vegan,private,9759,5424
male,omnivore,public,1669,2600
female,vegetarian,walk/bicycle,2,1071
male,vegetarian,public,1292,1767
female,vegetarian,public,1011,2324
female,omnivore,public,1182,3606
male,vegetarian,public,982,1683
female,vegetarian,private,4222,2262
female,vegetarian,public,1065,1942
male,vegan,walk/bicycle,83,1860
